  0.030 213833433.03320 -555555.55556 213277877.47754
  0.031 184498836.81470 -520291.36316 183978545.45142
  0.032 159936044.99146 -488281.25000 159447763.74146
  0.033 139254271.37939 -459136.82277 138795134.55664
  0.034 121749203.31726 -432525.95156 121316677.36572
  0.035 106859971.77637 -408163.26531 106451808.51111
  0.036 94136923.56372 -385802.46914 93751121.09460
  0.037 83217276.14294 -365230.09496 82852046.04797
  0.038 73806577.99426 -346260.38781 73460317.60645
  0.039 65664482.06927 -328731.09796 65335750.97131
  0.040 58593749.99988 -312500.00000 58281249.99988
  0.041 52431695.21326 -297441.99881 52134253.21442
  0.042 47043480.77148 -283446.71202 46760034.05945
  0.043 42316837.58459 -270416.44132 42046421.14325
  0.044 38157877.59625 -258264.46281 37899613.13342
  0.045 34487756.43640 -246913.58025 34240842.85614
  0.046 31239999.06110 -236294.89603 31003704.16507
  0.047 28358345.80252 -226346.76324 28131999.03928
  0.048 25795009.16586 -217013.88889 25577995.27698
  0.049 23509256.50964 -208246.56393 23301009.94571
  0.050 21466252.58398 -200000.00000 21266252.58398
  0.051 19636110.26947 -192233.75625 19443876.51321
  0.052 17993108.89627 -184911.24260 17808197.65366
  0.053 16515048.04700 -177999.28800 16337048.75899
  0.054 15182711.35388 -171467.76406 15011243.58983
  0.055 13979419.96457 -165289.25620 13814130.70837
  0.056 12890659.39012 -159438.77551 12731220.61461
  0.057 11903766.63353 -153893.50569 11749873.12784
  0.058 11007667.01819 -148632.58026 10859034.43793
  0.059 10192652.13264 -143636.88595 10049015.24669
  0.060 9450191.90889 -138888.88889 9311303.02000
  0.061 8772775.12627 -134372.48052 8638402.64575
  0.062 8153773.66454 -130072.84079 8023700.82375
  0.063 7587326.65773 -125976.31645 7461350.34128
  0.064 7068241.37310 -122070.31250 6946171.06060
  0.065 6591908.18710 -118343.19527 6473564.99184
  0.066 6154227.47510 -114784.20569 6039443.26940
  0.067 5751546.59599 -111383.38160 5640163.21439
  0.068 5380605.45435 -108131.48789 5272473.96646
  0.069 5038489.36723 -105019.95379 4933469.41344
  0.070 4722588.16753 -102040.81633 4620547.35120
  0.071 4430560.64477 -99186.66931 4331373.97546
  0.072 4160303.56325 -96450.61728 4063852.94596
  0.073 3909924.61575 -93826.23382 3816098.38193
  0.074 3677718.76704 -91307.52374 3586411.24330
  0.075 3462147.52398 -88888.88889 3373258.63509
  0.076 3261820.73724 -86565.09695 3175255.64029
  0.077 3075480.59707 -84331.25316 2991149.34391
  0.078 2901987.53464 -82182.77449 2819804.76015
  0.079 2740307.78126 -80115.36613 2660192.41513
  0.080 2589502.37251 -78125.00000 2511377.37251
  0.081 2448717.41425 -76207.89514 2372509.51911
  0.082 2317175.45215 -74360.49970 2242814.95245
  0.083 2194167.80832 -72579.47452 2121588.33380
  0.084 2079047.76651 -70861.67800 2008186.08850
  0.085 1971224.50326 -69204.15225 1902020.35101
  0.086 1870157.67590 -67604.11033 1802553.56557
  0.087 1775352.58950 -66058.92456 1709293.66494
  0.088 1686355.87525 -64566.11570 1621789.75955
  0.089 1602751.62108 -63123.34301 1539628.27807
  0.090 1524157.90276 -61728.39506 1462429.50769
  0.091 1450223.67012 -60379.18126 1389844.48886
  0.092 1380625.94877 -59073.72401 1321552.22477
  0.093 1315067.32223 -57810.15146 1257257.17076
  0.094 1253273.66376 -56586.69081 1196686.97295
  0.095 1194992.09096 -55401.66205 1139590.42891
  0.096 1139989.11887 -54253.47222 1085735.64665
