-3.000  0.212  0.076
-2.997  0.212  0.076
-2.993  0.212  0.075
-2.990  0.211  0.075
-2.987  0.211  0.074
-2.983  0.210  0.074
-2.980  0.208  0.073
-2.977  0.207  0.072
-2.973  0.206  0.071
-2.970  0.204  0.070
-2.967  0.202  0.069
-2.963  0.200  0.067
-2.960  0.197  0.066
-2.957  0.195  0.064
-2.953  0.192  0.062
-2.950  0.189  0.060
-2.947  0.186  0.058
-2.943  0.183  0.056
-2.940  0.179  0.054
-2.937  0.176  0.051
-2.933  0.172  0.049
-2.930  0.168  0.046
-2.927  0.164  0.044
-2.923  0.159  0.041
-2.920  0.155  0.038
-2.917  0.150  0.035
-2.913  0.145  0.032
-2.910  0.140  0.029
-2.907  0.135  0.026
-2.903  0.130  0.023
-2.900  0.125  0.019
-2.897  0.119  0.016
-2.893  0.114  0.012
-2.890  0.108  0.009
-2.887  0.102  0.006
-2.883  0.096  0.002
-2.880  0.090 -0.002
-2.877  0.084 -0.005
-2.873  0.078 -0.009
-2.870  0.072 -0.012
-2.867  0.066 -0.016
-2.863  0.059 -0.020
-2.860  0.053 -0.023
-2.857  0.046 -0.027
-2.853  0.040 -0.030
-2.850  0.033 -0.034
-2.847  0.027 -0.038
-2.843  0.020 -0.041
-2.840  0.013 -0.045
-2.837  0.007 -0.048
-2.833 -0.000 -0.051
-2.830 -0.007 -0.055
-2.827 -0.013 -0.058
-2.823 -0.020 -0.061
-2.820 -0.027 -0.064
-2.817 -0.033 -0.067
-2.813 -0.040 -0.070
-2.810 -0.046 -0.073
-2.807 -0.053 -0.076
-2.803 -0.059 -0.078
-2.800 -0.066 -0.081
-2.797 -0.072 -0.083
-2.793 -0.078 -0.085
-2.790 -0.084 -0.087
-2.787 -0.090 -0.089
-2.783 -0.096 -0.091
-2.780 -0.102 -0.093
-2.777 -0.108 -0.094
-2.773 -0.114 -0.096
-2.770 -0.119 -0.097
-2.767 -0.125 -0.098
-2.763 -0.130 -0.099
-2.760 -0.135 -0.099
-2.757 -0.140 -0.100
-2.753 -0.145 -0.100
-2.750 -0.150 -0.100
-2.747 -0.155 -0.100
-2.743 -0.159 -0.100
-2.740 -0.164 -0.099
-2.737 -0.168 -0.099
-2.733 -0.172 -0.098
-2.730 -0.176 -0.097
-2.727 -0.179 -0.095
-2.723 -0.183 -0.094
-2.720 -0.186 -0.092
-2.717 -0.189 -0.090
-2.713 -0.192 -0.087
-2.710 -0.195 -0.085
-2.707 -0.197 -0.082
-2.703 -0.200 -0.079
-2.700 -0.202 -0.076
-2.697 -0.204 -0.073
-2.693 -0.206 -0.069
-2.690 -0.207 -0.065
-2.687 -0.208 -0.061
-2.683 -0.210 -0.056
-2.680 -0.211 -0.052
-2.677 -0.211 -0.047
-2.673 -0.212 -0.042
-2.670 -0.212 -0.036
-2.667 -0.212 -0.031
-2.663 -0.212 -0.025
-2.660 -0.212 -0.018
-2.657 -0.211 -0.012
-2.653 -0.211 -0.005
-2.650 -0.210  0.001
-2.647 -0.208  0.008
-2.643 -0.207  0.016
-2.640 -0.206  0.023
-2.637 -0.204  0.031
-2.633 -0.202  0.039
-2.630 -0.200  0.048
-2.627 -0.197  0.056
-2.623 -0.195  0.065
-2.620 -0.192  0.074
-2.617 -0.189  0.083
-2.613 -0.186  0.092
-2.610 -0.183  0.102
-2.607 -0.179  0.111
-2.603 -0.176  0.121
-2.600 -0.172  0.132
-2.597 -0.168  0.142
-2.593 -0.164  0.152
-2.590 -0.159  0.163
-2.587 -0.155  0.174
-2.583 -0.150  0.185
-2.580 -0.145  0.196
-2.577 -0.140  0.208
-2.573 -0.135  0.219
-2.570 -0.130  0.231
