-3.000 -0.071 -0.032
-2.997 -0.070 -0.031
-2.993 -0.069 -0.031
-2.990 -0.068 -0.030
-2.987 -0.066 -0.029
-2.983 -0.063 -0.027
-2.980 -0.060 -0.025
-2.977 -0.056 -0.023
-2.973 -0.052 -0.021
-2.970 -0.047 -0.018
-2.967 -0.042 -0.016
-2.963 -0.036 -0.013
-2.960 -0.030 -0.009
-2.957 -0.024 -0.006
-2.953 -0.018 -0.003
-2.950 -0.011  0.000
-2.947 -0.004  0.004
-2.943  0.002  0.007
-2.940  0.009  0.010
-2.937  0.015  0.014
-2.933  0.022  0.017
-2.930  0.028  0.020
-2.927  0.034  0.022
-2.923  0.040  0.025
-2.920  0.045  0.027
-2.917  0.050  0.029
-2.913  0.055  0.030
-2.910  0.059  0.031
-2.907  0.062  0.032
-2.903  0.065  0.033
-2.900  0.067  0.033
-2.897  0.069  0.033
-2.893  0.070  0.032
-2.890  0.071  0.031
-2.887  0.071  0.030
-2.883  0.070  0.029
-2.880  0.069  0.027
-2.877  0.067  0.024
-2.873  0.064  0.022
-2.870  0.061  0.019
-2.867  0.057  0.016
-2.863  0.053  0.013
-2.860  0.048  0.009
-2.857  0.043  0.006
-2.853  0.038  0.002
-2.850  0.032 -0.002
-2.847  0.026 -0.005
-2.843  0.020 -0.009
-2.840  0.013 -0.013
-2.837  0.007 -0.016
-2.833 -0.000 -0.020
-2.830 -0.007 -0.023
-2.827 -0.013 -0.026
-2.823 -0.020 -0.029
-2.820 -0.026 -0.031
-2.817 -0.032 -0.033
-2.813 -0.038 -0.035
-2.810 -0.043 -0.037
-2.807 -0.048 -0.038
-2.803 -0.053 -0.038
-2.800 -0.057 -0.039
-2.797 -0.061 -0.038
-2.793 -0.064 -0.038
-2.790 -0.067 -0.037
-2.787 -0.069 -0.035
-2.783 -0.070 -0.033
-2.780 -0.071 -0.031
-2.777 -0.071 -0.028
-2.773 -0.070 -0.025
-2.770 -0.069 -0.022
-2.767 -0.067 -0.018
-2.763 -0.065 -0.014
-2.760 -0.062 -0.010
-2.757 -0.059 -0.005
-2.753 -0.055 -0.001
-2.750 -0.050  0.004
-2.747 -0.045  0.009
-2.743 -0.040  0.014
-2.740 -0.034  0.018
-2.737 -0.028  0.023
-2.733 -0.022  0.027
-2.730 -0.015  0.031
-2.727 -0.009  0.035
-2.723 -0.002  0.039
-2.720  0.004  0.042
-2.717  0.011  0.045
-2.713  0.018  0.048
-2.710  0.024  0.049
-2.707  0.030  0.051
-2.703  0.036  0.052
-2.700  0.042  0.052
-2.697  0.047  0.052
-2.693  0.052  0.051
-2.690  0.056  0.049
-2.687  0.060  0.047
-2.683  0.063  0.044
-2.680  0.066  0.041
-2.677  0.068  0.037
-2.673  0.069  0.033
-2.670  0.070  0.028
-2.667  0.071  0.022
-2.663  0.070  0.016
-2.660  0.069  0.010
-2.657  0.068  0.003
-2.653  0.066 -0.004
-2.650  0.063 -0.011
-2.647  0.060 -0.019
-2.643  0.056 -0.026
-2.640  0.052 -0.034
-2.637  0.047 -0.041
-2.633  0.042 -0.048
-2.630  0.036 -0.055
-2.627  0.030 -0.062
-2.623  0.024 -0.068
-2.620  0.018 -0.074
-2.617  0.011 -0.079
-2.613  0.004 -0.083
-2.610 -0.002 -0.086
-2.607 -0.009 -0.089
-2.603 -0.015 -0.091
-2.600 -0.022 -0.091
-2.597 -0.028 -0.091
-2.593 -0.034 -0.089
-2.590 -0.040 -0.086
-2.587 -0.045 -0.081
