 0.800  0.000
 0.799  0.035
 0.796  0.070
 0.790  0.105
 0.783  0.139
 0.773  0.174
 0.761  0.208
 0.747  0.242
 0.731  0.276
 0.713  0.309
 0.693  0.342
 0.671  0.375
 0.647  0.407
 0.622  0.438
 0.595  0.469
 0.566  0.500
 0.535  0.530
 0.503  0.559
 0.470  0.588
 0.436  0.616
 0.400  0.643
 0.363  0.669
 0.325  0.695
 0.287  0.719
 0.247  0.743
 0.207  0.766
 0.166  0.788
 0.125  0.809
 0.084  0.829
 0.042  0.848
-0.000  0.866
-0.042  0.883
-0.084  0.899
-0.125  0.914
-0.166  0.927
-0.207  0.940
-0.247  0.951
-0.287  0.961
-0.325  0.970
-0.363  0.978
-0.400  0.985
-0.436  0.990
-0.470  0.995
-0.503  0.998
-0.535  0.999
-0.566  1.000
-0.595  0.999
-0.622  0.998
-0.647  0.995
-0.671  0.990
-0.693  0.985
-0.713  0.978
-0.731  0.970
-0.747  0.961
-0.761  0.951
-0.773  0.940
-0.783  0.927
-0.790  0.914
-0.796  0.899
-0.799  0.883
-0.800  0.866
-0.799  0.848
-0.796  0.829
-0.790  0.809
-0.783  0.788
-0.773  0.766
-0.761  0.743
-0.747  0.719
-0.731  0.695
-0.713  0.669
-0.693  0.643
-0.671  0.616
-0.647  0.588
-0.622  0.559
-0.595  0.530
-0.566  0.500
-0.535  0.469
-0.503  0.438
-0.470  0.407
-0.436  0.375
-0.400  0.342
-0.363  0.309
-0.325  0.276
-0.287  0.242
-0.247  0.208
-0.207  0.174
-0.166  0.139
-0.125  0.105
-0.084  0.070
-0.042  0.035
-0.000  0.000
 0.042 -0.035
 0.084 -0.070
 0.125 -0.105
 0.166 -0.139
 0.207 -0.174
 0.247 -0.208
 0.287 -0.242
 0.325 -0.276
 0.363 -0.309
 0.400 -0.342
 0.436 -0.375
 0.470 -0.407
 0.503 -0.438
 0.535 -0.469
 0.566 -0.500
 0.595 -0.530
 0.622 -0.559
 0.647 -0.588
 0.671 -0.616
 0.693 -0.643
 0.713 -0.669
 0.731 -0.695
 0.747 -0.719
 0.761 -0.743
 0.773 -0.766
 0.783 -0.788
 0.790 -0.809
 0.796 -0.829
 0.799 -0.848
 0.800 -0.866
 0.799 -0.883
 0.796 -0.899
 0.790 -0.914
 0.783 -0.927
 0.773 -0.940
 0.761 -0.951
 0.747 -0.961
 0.731 -0.970
 0.713 -0.978
 0.693 -0.985
 0.671 -0.990
 0.647 -0.995
 0.622 -0.998
 0.595 -0.999
 0.566 -1.000
 0.535 -0.999
 0.503 -0.998
 0.470 -0.995
 0.436 -0.990
 0.400 -0.985
 0.363 -0.978
 0.325 -0.970
 0.287 -0.961
 0.247 -0.951
 0.207 -0.940
 0.166 -0.927
 0.125 -0.914
 0.084 -0.899
 0.042 -0.883
-0.000 -0.866
-0.042 -0.848
-0.084 -0.829
-0.125 -0.809
-0.166 -0.788
-0.207 -0.766
-0.247 -0.743
-0.287 -0.719
-0.325 -0.695
-0.363 -0.669
-0.400 -0.643
-0.436 -0.616
-0.470 -0.588
-0.503 -0.559
-0.535 -0.530
-0.566 -0.500
-0.595 -0.469
-0.622 -0.438
-0.647 -0.407
-0.671 -0.375
-0.693 -0.342
-0.713 -0.309
-0.731 -0.276
-0.747 -0.242
-0.761 -0.208
-0.773 -0.174
-0.783 -0.139
-0.790 -0.105
-0.796 -0.070
-0.799 -0.035
-0.800 -0.000
-0.799  0.035
-0.796  0.070
-0.790  0.105
-0.783  0.139
-0.773  0.174
-0.761  0.208
-0.747  0.242
-0.731  0.276
-0.713  0.309
-0.693  0.342
-0.671  0.375
-0.647  0.407
-0.622  0.438
-0.595  0.469
-0.566  0.500
-0.535  0.530
-0.503  0.559
-0.470  0.588
-0.436  0.616
-0.400  0.643
-0.363  0.669
-0.325  0.695
-0.287  0.719
-0.247  0.743
-0.207  0.766
-0.166  0.788
-0.125  0.809
-0.084  0.829
-0.042  0.848
-0.000  0.866
 0.042  0.883
 0.084  0.899
 0.125  0.914
 0.166  0.927
 0.207  0.940
 0.247  0.951
 0.287  0.961
 0.325  0.970
 0.363  0.978
 0.400  0.985
 0.436  0.990
 0.470  0.995
 0.503  0.998
 0.535  0.999
 0.566  1.000
 0.595  0.999
 0.622  0.998
 0.647  0.995
 0.671  0.990
 0.693  0.985
 0.713  0.978
 0.731  0.970
 0.747  0.961
 0.761  0.951
 0.773  0.940
 0.783  0.927
 0.790  0.914
 0.796  0.899
 0.799  0.883
 0.800  0.866
 0.799  0.848
 0.796  0.829
 0.790  0.809
 0.783  0.788
 0.773  0.766
 0.761  0.743
 0.747  0.719
 0.731  0.695
 0.713  0.669
 0.693  0.643
 0.671  0.616
 0.647  0.588
 0.622  0.559
 0.595  0.530
 0.566  0.500
 0.535  0.469
 0.503  0.438
 0.470  0.407
 0.436  0.375
 0.400  0.342
 0.363  0.309
 0.325  0.276
 0.287  0.242
 0.247  0.208
 0.207  0.174
 0.166  0.139
 0.125  0.105
 0.084  0.070
 0.042  0.035
 0.000  0.000
-0.042 -0.035
-0.084 -0.070
-0.125 -0.105
-0.166 -0.139
-0.207 -0.174
-0.247 -0.208
-0.287 -0.242
-0.325 -0.276
-0.363 -0.309
-0.400 -0.342
-0.436 -0.375
-0.470 -0.407
-0.503 -0.438
-0.535 -0.469
-0.566 -0.500
-0.595 -0.530
-0.622 -0.559
-0.647 -0.588
-0.671 -0.616
-0.693 -0.643
-0.713 -0.669
-0.731 -0.695
-0.747 -0.719
-0.761 -0.743
-0.773 -0.766
-0.783 -0.788
-0.790 -0.809
-0.796 -0.829
-0.799 -0.848
-0.800 -0.866
-0.799 -0.883
-0.796 -0.899
-0.790 -0.914
-0.783 -0.927
-0.773 -0.940
-0.761 -0.951
-0.747 -0.961
-0.731 -0.970
-0.713 -0.978
-0.693 -0.985
-0.671 -0.990
-0.647 -0.995
-0.622 -0.998
-0.595 -0.999
-0.566 -1.000
-0.535 -0.999
-0.503 -0.998
-0.470 -0.995
-0.436 -0.990
-0.400 -0.985
-0.363 -0.978
-0.325 -0.970
-0.287 -0.961
-0.247 -0.951
-0.207 -0.940
-0.166 -0.927
-0.125 -0.914
-0.084 -0.899
-0.042 -0.883
 0.000 -0.866
 0.042 -0.848
 0.084 -0.829
 0.125 -0.809
 0.166 -0.788
 0.207 -0.766
 0.247 -0.743
 0.287 -0.719
 0.325 -0.695
 0.363 -0.669
 0.400 -0.643
 0.436 -0.616
 0.470 -0.588
 0.503 -0.559
 0.535 -0.530
 0.566 -0.500
 0.595 -0.469
 0.622 -0.438
 0.647 -0.407
 0.671 -0.375
 0.693 -0.342
 0.713 -0.309
 0.731 -0.276
 0.747 -0.242
 0.761 -0.208
 0.773 -0.174
 0.783 -0.139
 0.790 -0.105
 0.796 -0.070
 0.799 -0.035
 0.800 -0.000
