-3.000  0.042  0.020
-2.997  0.042  0.020
-2.993  0.040  0.019
-2.990  0.038  0.017
-2.987  0.034  0.016
-2.983  0.030  0.013
-2.980  0.025  0.011
-2.977  0.019  0.008
-2.973  0.013  0.004
-2.970  0.007  0.001
-2.967  0.000 -0.002
-2.963 -0.007 -0.006
-2.960 -0.013 -0.009
-2.957 -0.019 -0.012
-2.953 -0.025 -0.014
-2.950 -0.030 -0.016
-2.947 -0.034 -0.018
-2.943 -0.038 -0.019
-2.940 -0.040 -0.020
-2.937 -0.042 -0.020
-2.933 -0.042 -0.020
-2.930 -0.042 -0.019
-2.927 -0.040 -0.017
-2.923 -0.038 -0.015
-2.920 -0.034 -0.013
-2.917 -0.030 -0.010
-2.913 -0.025 -0.007
-2.910 -0.019 -0.004
-2.907 -0.013 -0.000
-2.903 -0.007  0.003
-2.900  0.000  0.007
-2.897  0.007  0.010
-2.893  0.013  0.013
-2.890  0.019  0.016
-2.887  0.025  0.018
-2.883  0.030  0.020
-2.880  0.034  0.021
-2.877  0.038  0.021
-2.873  0.040  0.021
-2.870  0.042  0.021
-2.867  0.042  0.020
-2.863  0.042  0.018
-2.860  0.040  0.016
-2.857  0.038  0.013
-2.853  0.034  0.010
-2.850  0.030  0.006
-2.847  0.025  0.003
-2.843  0.019 -0.001
-2.840  0.013 -0.005
-2.837  0.007 -0.009
-2.833 -0.000 -0.012
-2.830 -0.007 -0.015
-2.827 -0.013 -0.018
-2.823 -0.019 -0.020
-2.820 -0.025 -0.022
-2.817 -0.030 -0.023
-2.813 -0.034 -0.024
-2.810 -0.038 -0.024
-2.807 -0.040 -0.023
-2.803 -0.042 -0.021
-2.800 -0.042 -0.019
-2.797 -0.042 -0.016
-2.793 -0.040 -0.013
-2.790 -0.038 -0.010
-2.787 -0.034 -0.006
-2.783 -0.030 -0.001
-2.780 -0.025  0.003
-2.777 -0.019  0.007
-2.773 -0.013  0.011
-2.770 -0.007  0.015
-2.767  0.000  0.019
-2.763  0.007  0.022
-2.760  0.013  0.024
-2.757  0.019  0.026
-2.753  0.025  0.027
-2.750  0.030  0.028
-2.747  0.034  0.027
-2.743  0.038  0.026
-2.740  0.040  0.024
-2.737  0.042  0.022
-2.733  0.042  0.018
-2.730  0.042  0.014
-2.727  0.040  0.010
-2.723  0.038  0.005
-2.720  0.034 -0.000
-2.717  0.030 -0.006
-2.713  0.025 -0.011
-2.710  0.019 -0.016
-2.707  0.013 -0.021
-2.703  0.007 -0.025
-2.700  0.000 -0.029
-2.697 -0.007 -0.031
-2.693 -0.013 -0.034
-2.690 -0.019 -0.035
-2.687 -0.025 -0.035
-2.683 -0.030 -0.034
-2.680 -0.034 -0.033
-2.677 -0.038 -0.030
-2.673 -0.040 -0.026
-2.670 -0.042 -0.021
-2.667 -0.042 -0.016
-2.663 -0.042 -0.010
-2.660 -0.040 -0.003
-2.657 -0.038  0.004
-2.653 -0.034  0.011
-2.650 -0.030  0.018
-2.647 -0.025  0.025
-2.643 -0.019  0.031
-2.640 -0.013  0.037
-2.637 -0.007  0.042
-2.633 -0.000  0.046
-2.630  0.007  0.048
-2.627  0.013  0.050
-2.623  0.019  0.050
-2.620  0.025  0.048
-2.617  0.030  0.045
-2.613  0.034  0.041
-2.610  0.038  0.035
-2.607  0.040  0.027
-2.603  0.042  0.019
