-3.000 -0.049 -0.023
-2.997 -0.049 -0.022
-2.993 -0.047 -0.022
-2.990 -0.045 -0.020
-2.987 -0.042 -0.019
-2.983 -0.038 -0.017
-2.980 -0.034 -0.014
-2.977 -0.028 -0.012
-2.973 -0.023 -0.009
-2.970 -0.017 -0.006
-2.967 -0.010 -0.002
-2.963 -0.004  0.001
-2.960  0.003  0.004
-2.957  0.010  0.008
-2.953  0.016  0.011
-2.950  0.022  0.014
-2.947  0.028  0.016
-2.943  0.033  0.018
-2.940  0.038  0.020
-2.937  0.042  0.022
-2.933  0.045  0.023
-2.930  0.047  0.023
-2.927  0.048  0.023
-2.923  0.049  0.023
-2.920  0.049  0.022
-2.917  0.047  0.020
-2.913  0.045  0.018
-2.910  0.042  0.016
-2.907  0.038  0.013
-2.903  0.034  0.010
-2.900  0.029  0.007
-2.897  0.023  0.003
-2.893  0.017 -0.000
-2.890  0.011 -0.004
-2.887  0.004 -0.007
-2.883 -0.003 -0.010
-2.880 -0.009 -0.014
-2.877 -0.016 -0.016
-2.873 -0.022 -0.019
-2.870 -0.028 -0.021
-2.867 -0.033 -0.023
-2.863 -0.037 -0.024
-2.860 -0.041 -0.025
-2.857 -0.045 -0.025
-2.853 -0.047 -0.025
-2.850 -0.048 -0.024
-2.847 -0.049 -0.022
-2.843 -0.049 -0.020
-2.840 -0.047 -0.018
-2.837 -0.045 -0.015
-2.833 -0.042 -0.012
-2.830 -0.039 -0.009
-2.827 -0.034 -0.005
-2.823 -0.029 -0.001
-2.820 -0.024  0.003
-2.817 -0.018  0.007
-2.813 -0.011  0.011
-2.810 -0.005  0.014
-2.807  0.002  0.018
-2.803  0.009  0.021
-2.800  0.015  0.023
-2.797  0.021  0.026
-2.793  0.027  0.027
-2.790  0.032  0.028
-2.787  0.037  0.029
-2.783  0.041  0.029
-2.780  0.044  0.028
-2.777  0.047  0.026
-2.773  0.048  0.024
-2.770  0.049  0.022
-2.767  0.049  0.019
-2.763  0.048  0.015
-2.760  0.046  0.011
-2.757  0.043  0.007
-2.753  0.039  0.002
-2.750  0.035 -0.002
-2.747  0.030 -0.007
-2.743  0.024 -0.012
-2.740  0.018 -0.016
-2.737  0.012 -0.020
-2.733  0.005 -0.024
-2.730 -0.002 -0.028
-2.727 -0.008 -0.031
-2.723 -0.015 -0.033
-2.720 -0.021 -0.035
-2.717 -0.027 -0.036
-2.713 -0.032 -0.036
-2.710 -0.037 -0.035
-2.707 -0.041 -0.034
-2.703 -0.044 -0.032
-2.700 -0.047 -0.029
-2.697 -0.048 -0.025
-2.693 -0.049 -0.021
-2.690 -0.049 -0.016
-2.687 -0.048 -0.010
-2.683 -0.046 -0.004
-2.680 -0.043  0.002
