-3.000 -0.037 -0.018
-2.997 -0.037 -0.017
-2.993 -0.035 -0.016
-2.990 -0.032 -0.015
-2.987 -0.028 -0.013
-2.983 -0.024 -0.010
-2.980 -0.018 -0.007
-2.977 -0.012 -0.004
-2.973 -0.005 -0.001
-2.970  0.001  0.002
-2.967  0.008  0.006
-2.963  0.014  0.009
-2.960  0.020  0.011
-2.957  0.025  0.014
-2.953  0.030  0.016
-2.950  0.033  0.017
-2.947  0.036  0.018
-2.943  0.037  0.018
-2.940  0.037  0.017
-2.937  0.036  0.016
-2.933  0.034  0.014
-2.930  0.031  0.012
-2.927  0.027  0.010
-2.923  0.022  0.006
-2.920  0.016  0.003
-2.917  0.010 -0.000
-2.913  0.003 -0.004
-2.910 -0.004 -0.007
-2.907 -0.010 -0.010
-2.903 -0.016 -0.013
-2.900 -0.022 -0.015
-2.897 -0.027 -0.017
-2.893 -0.031 -0.018
-2.890 -0.034 -0.019
-2.887 -0.036 -0.019
-2.883 -0.037 -0.018
-2.880 -0.037 -0.016
-2.877 -0.036 -0.014
-2.873 -0.033 -0.012
-2.870 -0.030 -0.009
-2.867 -0.025 -0.006
-2.863 -0.020 -0.002
-2.860 -0.014  0.002
-2.857 -0.007  0.005
-2.853 -0.001  0.009
-2.850  0.006  0.012
-2.847  0.012  0.015
-2.843  0.018  0.017
-2.840  0.024  0.019
-2.837  0.029  0.020
-2.833  0.032  0.020
-2.830  0.035  0.020
-2.827  0.037  0.019
-2.823  0.037  0.017
-2.820  0.037  0.015
-2.817  0.035  0.012
-2.813  0.032  0.008
-2.810  0.028  0.005
-2.807  0.023  0.001
-2.803  0.018 -0.004
-2.800  0.012 -0.008
-2.797  0.005 -0.011
-2.793 -0.002 -0.015
-2.790 -0.008 -0.018
-2.787 -0.015 -0.020
-2.783 -0.020 -0.022
-2.780 -0.026 -0.023
-2.777 -0.030 -0.023
-2.773 -0.034 -0.022
-2.770 -0.036 -0.021
-2.767 -0.037 -0.018
-2.763 -0.037 -0.015
-2.760 -0.036 -0.012
-2.757 -0.034 -0.008
-2.753 -0.031 -0.003
-2.750 -0.026  0.001
-2.747 -0.021  0.006
-2.743 -0.016  0.011
-2.740 -0.009  0.015
-2.737 -0.003  0.019
-2.733  0.004  0.022
-2.730  0.010  0.025
-2.727  0.017  0.026
-2.723  0.022  0.027
-2.720  0.027  0.027
-2.717  0.031  0.026
-2.713  0.035  0.024
-2.710  0.037  0.021
-2.707  0.037  0.017
-2.703  0.037  0.012
-2.700  0.036  0.007
-2.697  0.033  0.002
-2.693  0.029 -0.004
-2.690  0.025 -0.010
-2.687  0.019 -0.016
-2.683  0.013 -0.021
-2.680  0.007 -0.026
-2.677  0.000 -0.029
-2.673 -0.006 -0.032
-2.670 -0.013 -0.034
-2.667 -0.019 -0.035
-2.663 -0.024 -0.034
-2.660 -0.029 -0.032
-2.657 -0.033 -0.029
-2.653 -0.035 -0.025
-2.650 -0.037 -0.019
-2.647 -0.037 -0.013
-2.643 -0.037 -0.006
-2.640 -0.035  0.002
-2.637 -0.032  0.010
-2.633 -0.028  0.018
-2.630 -0.023  0.025
-2.627 -0.017  0.032
