 0.800  0.000
 0.800  0.052
 0.800  0.105
 0.799  0.156
 0.798  0.208
 0.797  0.259
 0.796  0.309
 0.794  0.358
 0.792  0.407
 0.790  0.454
 0.788  0.500
 0.785  0.545
 0.783  0.588
 0.779  0.629
 0.776  0.669
 0.773  0.707
 0.769  0.743
 0.765  0.777
 0.761  0.809
 0.756  0.839
 0.752  0.866
 0.747  0.891
 0.742  0.914
 0.736  0.934
 0.731  0.951
 0.725  0.966
 0.719  0.978
 0.713  0.988
 0.706  0.995
 0.700  0.999
 0.693  1.000
 0.686  0.999
 0.678  0.995
 0.671  0.988
 0.663  0.978
 0.655  0.966
 0.647  0.951
 0.639  0.934
 0.630  0.914
 0.622  0.891
 0.613  0.866
 0.604  0.839
 0.595  0.809
 0.585  0.777
 0.575  0.743
 0.566  0.707
 0.556  0.669
 0.546  0.629
 0.535  0.588
 0.525  0.545
 0.514  0.500
 0.503  0.454
 0.493  0.407
 0.481  0.358
 0.470  0.309
 0.459  0.259
 0.447  0.208
 0.436  0.156
 0.424  0.105
 0.412  0.052
 0.400 -0.000
 0.388 -0.052
 0.376 -0.105
 0.363 -0.156
 0.351 -0.208
 0.338 -0.259
 0.325 -0.309
 0.313 -0.358
 0.300 -0.407
 0.287 -0.454
 0.274 -0.500
 0.260 -0.545
 0.247 -0.588
 0.234 -0.629
 0.221 -0.669
 0.207 -0.707
 0.194 -0.743
 0.180 -0.777
 0.166 -0.809
 0.153 -0.839
 0.139 -0.866
 0.125 -0.891
 0.111 -0.914
 0.097 -0.934
 0.084 -0.951
 0.070 -0.966
 0.056 -0.978
 0.042 -0.988
 0.028 -0.995
 0.014 -0.999
 0.000 -1.000
-0.014 -0.999
-0.028 -0.995
-0.042 -0.988
-0.056 -0.978
-0.070 -0.966
-0.084 -0.951
-0.097 -0.934
-0.111 -0.914
-0.125 -0.891
-0.139 -0.866
-0.153 -0.839
-0.166 -0.809
-0.180 -0.777
-0.194 -0.743
-0.207 -0.707
-0.221 -0.669
-0.234 -0.629
-0.247 -0.588
-0.260 -0.545
-0.274 -0.500
-0.287 -0.454
-0.300 -0.407
-0.313 -0.358
-0.325 -0.309
-0.338 -0.259
-0.351 -0.208
-0.363 -0.156
-0.376 -0.105
-0.388 -0.052
-0.400  0.000
-0.412  0.052
-0.424  0.105
-0.436  0.156
-0.447  0.208
-0.459  0.259
-0.470  0.309
-0.481  0.358
-0.493  0.407
-0.503  0.454
-0.514  0.500
-0.525  0.545
-0.535  0.588
-0.546  0.629
-0.556  0.669
-0.566  0.707
-0.575  0.743
-0.585  0.777
-0.595  0.809
-0.604  0.839
-0.613  0.866
-0.622  0.891
-0.630  0.914
-0.639  0.934
-0.647  0.951
-0.655  0.966
-0.663  0.978
-0.671  0.988
-0.678  0.995
-0.686  0.999
-0.693  1.000
-0.700  0.999
-0.706  0.995
-0.713  0.988
-0.719  0.978
-0.725  0.966
-0.731  0.951
-0.736  0.934
-0.742  0.914
-0.747  0.891
-0.752  0.866
-0.756  0.839
-0.761  0.809
-0.765  0.777
-0.769  0.743
-0.773  0.707
-0.776  0.669
-0.779  0.629
-0.783  0.588
-0.785  0.545
-0.788  0.500
-0.790  0.454
-0.792  0.407
-0.794  0.358
-0.796  0.309
-0.797  0.259
-0.798  0.208
-0.799  0.156
-0.800  0.105
-0.800  0.052
-0.800  0.000
-0.800 -0.052
-0.800 -0.105
-0.799 -0.156
-0.798 -0.208
-0.797 -0.259
-0.796 -0.309
-0.794 -0.358
-0.792 -0.407
-0.790 -0.454
-0.788 -0.500
-0.785 -0.545
-0.783 -0.588
-0.779 -0.629
-0.776 -0.669
-0.773 -0.707
-0.769 -0.743
-0.765 -0.777
-0.761 -0.809
-0.756 -0.839
-0.752 -0.866
-0.747 -0.891
-0.742 -0.914
-0.736 -0.934
-0.731 -0.951
-0.725 -0.966
-0.719 -0.978
-0.713 -0.988
-0.706 -0.995
-0.700 -0.999
-0.693 -1.000
-0.686 -0.999
-0.678 -0.995
-0.671 -0.988
-0.663 -0.978
-0.655 -0.966
-0.647 -0.951
-0.639 -0.934
-0.630 -0.914
-0.622 -0.891
-0.613 -0.866
-0.604 -0.839
-0.595 -0.809
-0.585 -0.777
-0.575 -0.743
-0.566 -0.707
-0.556 -0.669
-0.546 -0.629
-0.535 -0.588
-0.525 -0.545
-0.514 -0.500
-0.503 -0.454
-0.493 -0.407
-0.481 -0.358
-0.470 -0.309
-0.459 -0.259
-0.447 -0.208
-0.436 -0.156
-0.424 -0.105
-0.412 -0.052
-0.400  0.000
-0.388  0.052
-0.376  0.105
-0.363  0.156
-0.351  0.208
-0.338  0.259
-0.325  0.309
-0.313  0.358
-0.300  0.407
-0.287  0.454
-0.274  0.500
-0.260  0.545
-0.247  0.588
-0.234  0.629
-0.221  0.669
-0.207  0.707
-0.194  0.743
-0.180  0.777
-0.166  0.809
-0.153  0.839
-0.139  0.866
-0.125  0.891
-0.111  0.914
-0.097  0.934
-0.084  0.951
-0.070  0.966
-0.056  0.978
-0.042  0.988
-0.028  0.995
-0.014  0.999
-0.000  1.000
 0.014  0.999
 0.028  0.995
 0.042  0.988
 0.056  0.978
 0.070  0.966
 0.084  0.951
 0.097  0.934
 0.111  0.914
 0.125  0.891
 0.139  0.866
 0.153  0.839
 0.166  0.809
 0.180  0.777
 0.194  0.743
 0.207  0.707
 0.221  0.669
 0.234  0.629
 0.247  0.588
 0.260  0.545
 0.274  0.500
 0.287  0.454
 0.300  0.407
 0.313  0.358
 0.325  0.309
 0.338  0.259
 0.351  0.208
 0.363  0.156
 0.376  0.105
 0.388  0.052
 0.400 -0.000
 0.412 -0.052
 0.424 -0.105
 0.436 -0.156
 0.447 -0.208
 0.459 -0.259
 0.470 -0.309
 0.481 -0.358
 0.493 -0.407
 0.503 -0.454
 0.514 -0.500
 0.525 -0.545
 0.535 -0.588
 0.546 -0.629
 0.556 -0.669
 0.566 -0.707
 0.575 -0.743
 0.585 -0.777
 0.595 -0.809
 0.604 -0.839
 0.613 -0.866
 0.622 -0.891
 0.630 -0.914
 0.639 -0.934
 0.647 -0.951
 0.655 -0.966
 0.663 -0.978
 0.671 -0.988
 0.678 -0.995
 0.686 -0.999
 0.693 -1.000
 0.700 -0.999
 0.706 -0.995
 0.713 -0.988
 0.719 -0.978
 0.725 -0.966
 0.731 -0.951
 0.736 -0.934
 0.742 -0.914
 0.747 -0.891
 0.752 -0.866
 0.756 -0.839
 0.761 -0.809
 0.765 -0.777
 0.769 -0.743
 0.773 -0.707
 0.776 -0.669
 0.779 -0.629
 0.783 -0.588
 0.785 -0.545
 0.788 -0.500
 0.790 -0.454
 0.792 -0.407
 0.794 -0.358
 0.796 -0.309
 0.797 -0.259
 0.798 -0.208
 0.799 -0.156
 0.800 -0.105
 0.800 -0.052
 0.800 -0.000
