-3.000 -0.127 -0.052
-2.997 -0.127 -0.052
-2.993 -0.127 -0.051
-2.990 -0.126 -0.051
-2.987 -0.125 -0.050
-2.983 -0.123 -0.049
-2.980 -0.121 -0.048
-2.977 -0.119 -0.047
-2.973 -0.116 -0.045
-2.970 -0.113 -0.043
-2.967 -0.110 -0.042
-2.963 -0.107 -0.040
-2.960 -0.103 -0.037
-2.957 -0.099 -0.035
-2.953 -0.095 -0.032
-2.950 -0.090 -0.030
-2.947 -0.085 -0.027
-2.943 -0.080 -0.024
-2.940 -0.075 -0.021
-2.937 -0.069 -0.018
-2.933 -0.064 -0.015
-2.930 -0.058 -0.011
-2.927 -0.052 -0.008
-2.923 -0.046 -0.005
-2.920 -0.039 -0.001
-2.917 -0.033  0.002
-2.913 -0.026  0.006
-2.910 -0.020  0.009
-2.907 -0.013  0.013
-2.903 -0.007  0.016
-2.900  0.000  0.019
-2.897  0.007  0.023
-2.893  0.013  0.026
-2.890  0.020  0.029
-2.887  0.026  0.032
-2.883  0.033  0.035
-2.880  0.039  0.038
-2.877  0.046  0.040
-2.873  0.052  0.043
-2.870  0.058  0.045
-2.867  0.064  0.048
-2.863  0.069  0.050
-2.860  0.075  0.052
-2.857  0.080  0.053
-2.853  0.085  0.055
-2.850  0.090  0.056
-2.847  0.095  0.057
-2.843  0.099  0.058
-2.840  0.103  0.058
-2.837  0.107  0.059
-2.833  0.110  0.059
-2.830  0.113  0.059
-2.827  0.116  0.058
-2.823  0.119  0.058
-2.820  0.121  0.057
-2.817  0.123  0.056
-2.813  0.125  0.055
-2.810  0.126  0.053
-2.807  0.127  0.051
-2.803  0.127  0.049
-2.800  0.127  0.047
-2.797  0.127  0.044
-2.793  0.127  0.041
-2.790  0.126  0.038
-2.787  0.125  0.035
-2.783  0.123  0.032
-2.780  0.121  0.028
-2.777  0.119  0.025
-2.773  0.116  0.021
-2.770  0.113  0.017
-2.767  0.110  0.012
-2.763  0.107  0.008
-2.760  0.103  0.004
-2.757  0.099 -0.001
-2.753  0.095 -0.005
-2.750  0.090 -0.010
-2.747  0.085 -0.015
-2.743  0.080 -0.020
-2.740  0.075 -0.024
-2.737  0.069 -0.029
-2.733  0.064 -0.034
-2.730  0.058 -0.039
-2.727  0.052 -0.043
-2.723  0.046 -0.048
-2.720  0.039 -0.052
-2.717  0.033 -0.057
-2.713  0.026 -0.061
-2.710  0.020 -0.065
-2.707  0.013 -0.069
-2.703  0.007 -0.073
-2.700  0.000 -0.076
