   -10.966     -0.259
   -11.063     -0.285
   -11.159     -0.311
   -11.256     -0.337
   -11.352     -0.363
   -11.449     -0.389
   -11.545     -0.415
   -11.642     -0.441
   -11.738     -0.467
   -11.835     -0.493
   -11.931     -0.519
   -12.028     -0.545
   -12.125     -0.571
   -12.221     -0.598
   -12.318     -0.624
   -12.414     -0.650
   -12.511     -0.676
   -12.607     -0.703
   -12.703     -0.729
   -12.800     -0.755
   -12.896     -0.782
   -12.993     -0.808
   -13.089     -0.835
   -13.186     -0.861
   -13.282     -0.888
   -13.378     -0.914
   -13.475     -0.941
   -13.571     -0.968
   -13.668     -0.994
   -13.764     -1.021
   -13.860     -1.048
   -13.957     -1.075
   -14.053     -1.101
   -14.149     -1.128
   -14.246     -1.155
   -14.342     -1.182
   -14.438     -1.209
   -14.534     -1.236
   -14.631     -1.263
   -14.727     -1.290
   -14.823     -1.318
   -14.919     -1.345
   -15.016     -1.372
   -15.112     -1.399
   -15.208     -1.427
   -15.304     -1.454
   -15.400     -1.481
   -15.497     -1.509
   -15.593     -1.536
   -15.689     -1.564
   -15.785     -1.592
   -15.881     -1.619
   -15.977     -1.647
   -16.073     -1.675
   -16.169     -1.703
   -16.265     -1.730
   -16.361     -1.758
   -16.457     -1.786
   -16.553     -1.814
   -16.649     -1.842
   -16.745     -1.870
   -16.841     -1.898
   -16.937     -1.927
   -17.033     -1.955
   -17.129     -1.983
   -17.225     -2.011
   -17.321     -2.040
   -17.417     -2.068
   -17.513     -2.097
   -17.609     -2.125
   -17.704     -2.154
   -17.800     -2.182
   -17.896     -2.211
   -17.992     -2.240
   -18.088     -2.268
   -18.183     -2.297
   -18.279     -2.326
   -18.375     -2.355
   -18.471     -2.384
   -18.566     -2.413
   -18.662     -2.442
   -18.758     -2.471
   -18.853     -2.500
   -18.949     -2.529
   -19.045     -2.558
   -19.140     -2.588
   -19.236     -2.617
   -19.331     -2.646
   -19.427     -2.676
   -19.522     -2.705
   -19.618     -2.735
   -19.714     -2.765
   -19.809     -2.794
   -19.905     -2.824
   -20.000     -2.854
