     9.293     -0.707
     9.222     -0.778
     9.151     -0.848
     9.080     -0.919
     9.009     -0.989
     8.938     -1.059
     8.867     -1.130
     8.796     -1.200
     8.725     -1.270
     8.653     -1.340
     8.582     -1.410
     8.510     -1.480
     8.439     -1.550
     8.367     -1.620
     8.295     -1.689
     8.223     -1.759
     8.151     -1.828
     8.079     -1.897
     8.007     -1.966
     7.934     -2.035
     7.862     -2.104
     7.789     -2.173
     7.716     -2.241
     7.643     -2.309
     7.570     -2.377
     7.496     -2.445
     7.422     -2.513
     7.349     -2.580
     7.275     -2.648
     7.200     -2.715
     7.126     -2.781
     7.051     -2.848
     6.976     -2.914
     6.901     -2.980
     6.826     -3.046
     6.750     -3.111
     6.674     -3.176
     6.598     -3.241
     6.522     -3.306
     6.445     -3.370
     6.368     -3.434
     6.291     -3.497
     6.213     -3.560
     6.135     -3.623
     6.057     -3.685
     5.979     -3.747
     5.900     -3.809
     5.821     -3.870
     5.741     -3.930
     5.661     -3.991
     5.581     -4.050
     5.501     -4.110
     5.420     -4.168
     5.338     -4.227
     5.257     -4.284
     5.175     -4.342
     5.092     -4.398
     5.009     -4.454
     4.926     -4.510
     4.843     -4.565
     4.759     -4.619
     4.674     -4.672
     4.589     -4.725
     4.504     -4.778
     4.418     -4.829
     4.332     -4.880
     4.246     -4.930
     4.159     -4.980
     4.072     -5.029
     3.984     -5.076
     3.896     -5.124
     3.807     -5.170
     3.718     -5.215
     3.629     -5.260
     3.539     -5.304
     3.448     -5.347
     3.358     -5.389
     3.267     -5.430
     3.175     -5.470
     3.083     -5.510
     2.991     -5.548
     2.898     -5.585
     2.805     -5.621
     2.711     -5.657
     2.617     -5.691
     2.523     -5.724
     2.428     -5.756
     2.333     -5.787
     2.238     -5.817
     2.142     -5.846
     2.046     -5.874
     1.949     -5.900
     1.853     -5.925
     1.756     -5.950
     1.658     -5.973
     1.561     -5.994
     1.463     -6.015
     1.365     -6.034
     1.266     -6.052
     1.168     -6.069
     1.069     -6.084
     0.970     -6.098
     0.871     -6.111
     0.771     -6.123
     0.672     -6.133
     0.572     -6.142
     0.473     -6.150
     0.373     -6.156
     0.273     -6.161
     0.173     -6.165
     0.073     -6.167
