     9.741     -0.966
     9.715     -1.062
     9.689     -1.159
     9.663     -1.255
     9.636     -1.352
     9.610     -1.448
     9.583     -1.545
     9.557     -1.641
     9.530     -1.737
     9.503     -1.834
     9.476     -1.930
     9.449     -2.026
     9.421     -2.122
     9.394     -2.219
     9.366     -2.315
     9.338     -2.411
     9.310     -2.507
     9.282     -2.603
     9.253     -2.699
     9.225     -2.794
     9.196     -2.890
     9.167     -2.986
     9.138     -3.081
     9.108     -3.177
     9.078     -3.272
     9.048     -3.368
     9.018     -3.463
     8.987     -3.558
     8.956     -3.653
     8.925     -3.748
     8.894     -3.843
     8.862     -3.938
     8.830     -4.033
     8.798     -4.128
     8.765     -4.222
     8.732     -4.316
     8.699     -4.411
     8.665     -4.505
     8.631     -4.599
     8.596     -4.693
     8.562     -4.786
     8.526     -4.880
     8.491     -4.974
     8.455     -5.067
     8.419     -5.160
     8.382     -5.253
     8.345     -5.346
     8.307     -5.438
     8.269     -5.531
     8.230     -5.623
     8.191     -5.715
     8.152     -5.807
     8.112     -5.899
     8.072     -5.990
     8.031     -6.082
     7.990     -6.173
     7.948     -6.264
     7.906     -6.354
     7.863     -6.445
     7.820     -6.535
     7.776     -6.625
     7.731     -6.714
     7.687     -6.804
     7.641     -6.893
     7.595     -6.982
     7.549     -7.070
     7.502     -7.158
     7.454     -7.246
     7.406     -7.334
     7.357     -7.421
     7.308     -7.508
     7.258     -7.595
     7.207     -7.681
     7.156     -7.767
     7.104     -7.853
     7.052     -7.938
     6.999     -8.023
     6.946     -8.107
     6.891     -8.191
     6.837     -8.275
     6.781     -8.358
     6.725     -8.441
     6.668     -8.523
     6.611     -8.605
     6.553     -8.686
     6.494     -8.767
     6.435     -8.848
     6.374     -8.928
     6.314     -9.007
     6.252     -9.086
     6.190     -9.165
     6.127     -9.242
     6.064     -9.320
     6.000     -9.396
     5.935     -9.473
     5.870     -9.548
     5.803     -9.623
     5.736     -9.697
     5.669     -9.771
     5.600     -9.844
     5.531     -9.916
     5.462     -9.988
     5.391    -10.059
     5.320    -10.129
     5.248    -10.199
     5.176    -10.268
     5.102    -10.336
     5.028    -10.403
     4.954    -10.470
     4.878    -10.535
     4.802    -10.600
     4.726    -10.664
     4.648    -10.728
     4.570    -10.790
     4.491    -10.851
     4.412    -10.912
     4.331    -10.972
     4.251    -11.031
     4.169    -11.088
     4.087    -11.145
     4.004    -11.201
     3.920    -11.256
     3.836    -11.310
     3.751    -11.363
     3.666    -11.415
     3.580    -11.466
     3.493    -11.516
     3.406    -11.564
     3.318    -11.612
     3.229    -11.658
     3.140    -11.704
     3.050    -11.748
     2.960    -11.791
     2.869    -11.833
     2.778    -11.873
     2.686    -11.913
     2.593    -11.951
     2.500    -11.988
     2.407    -12.023
     2.313    -12.058
     2.219    -12.091
     2.124    -12.123
     2.029    -12.153
     1.933    -12.183
     1.837    -12.210
     1.741    -12.237
     1.644    -12.262
     1.547    -12.286
     1.449    -12.308
     1.352    -12.329
     1.253    -12.349
     1.155    -12.367
     1.057    -12.384
     0.958    -12.399
     0.859    -12.413
     0.760    -12.426
     0.660    -12.437
     0.561    -12.447
     0.461    -12.455
     0.361    -12.462
     0.261    -12.467
     0.161    -12.471
     0.061    -12.473
