  0.200 41926.27458 -12500.00000 29426.27458
  0.201 40995.76513 -12375.93129 28619.83384
  0.202 40090.37256 -12253.70062 27836.67195
  0.203 39209.29956 -12133.27186 27076.02770
  0.204 38351.77787 -12014.60977 26337.16810
  0.205 37517.06710 -11897.67995 25619.38714
  0.206 36704.45358 -11782.44886 24922.00471
  0.207 35913.24929 -11668.88375 24244.36554
  0.208 35142.79081 -11556.95266 23585.83815
  0.209 34392.43833 -11446.62439 22945.81394
  0.210 33661.57469 -11337.86848 22323.70621
  0.211 32949.60449 -11230.65520 21718.94929
  0.212 32255.95322 -11124.95550 21130.99772
  0.213 31580.06643 -11020.74103 20559.32540
  0.214 30921.40896 -10917.98410 20003.42485
  0.215 30279.46414 -10816.65765 19462.80649
  0.216 29653.73311 -10716.73525 18936.99786
  0.217 29043.73412 -10618.19108 18425.54304
  0.218 28449.00185 -10520.99992 17928.00193
  0.219 27869.08678 -10425.13709 17443.94969
  0.220 27303.55462 -10330.57851 16972.97611
  0.221 26751.98567 -10237.30063 16514.68504
  0.222 26213.97432 -10145.28042 16068.69391
  0.223 25689.12849 -10054.49536 15634.63313
  0.224 25177.06912 -9964.92347 15212.14565
  0.225 24677.42969 -9876.54321 14800.88648
  0.226 24189.85575 -9789.33354 14400.52221
  0.227 23714.00447 -9703.27388 14010.73058
  0.228 23249.54421 -9618.34411 13631.20010
  0.229 22796.15410 -9534.52451 13261.62959
  0.230 22353.52369 -9451.79584 12901.72784
  0.231 21921.35248 -9370.13924 12551.21324
  0.232 21499.34964 -9289.53627 12209.81338
  0.233 21087.23365 -9209.96887 11877.26478
  0.234 20684.73191 -9131.41939 11553.31252
  0.235 20291.58046 -9053.87053 11237.70993
  0.236 19907.52370 -8977.30537 10930.21832
  0.237 19532.31401 -8901.70735 10630.60667
  0.238 19165.71157 -8827.06024 10338.65133
  0.239 18807.48398 -8753.34816 10054.13582
  0.240 18457.40607 -8680.55556 9776.85052
  0.241 18115.25964 -8608.66721 9506.59244
  0.242 17780.83320 -8537.66819 9243.16500
  0.243 17453.92171 -8467.54390 8986.37780
  0.244 17134.32642 -8398.28003 8736.04639
  0.245 16821.85461 -8329.86256 8491.99205
  0.246 16516.31940 -8262.27774 8254.04165
  0.247 16217.53952 -8195.51214 8022.02739
  0.248 15925.33919 -8129.55255 7795.78664
  0.249 15639.54784 -8064.38606 7575.16178
  0.250 15360.00000 -8000.00000 7360.00000
  0.251 15086.53512 -7936.38196 7150.15316
  0.252 14818.99738 -7873.51978 6945.47760
  0.253 14557.23555 -7811.40152 6745.83403
  0.254 14301.10285 -7750.01550 6551.08735
  0.255 14050.45676 -7689.35025 6361.10651
  0.256 13805.15893 -7629.39453 6175.76440
  0.257 13565.07501 -7570.13732 5994.93769
  0.258 13330.07454 -7511.56781 5818.50672
  0.259 13100.03079 -7453.67541 5646.35538
  0.260 12874.82068 -7396.44970 5478.37097
  0.261 12654.32464 -7339.88051 5314.44413
  0.262 12438.42649 -7283.95781 5154.46868
  0.263 12227.01335 -7228.67180 4998.34155
  0.264 12019.97554 -7174.01286 4845.96268
  0.265 11817.20643 -7119.97152 4697.23491
  0.266 11618.60240 -7066.53853 4552.06387
  0.267 11424.06271 -7013.70478 4410.35794
  0.268 11233.48945 -6961.46135 4272.02810
  0.269 11046.78737 -6909.79948 4136.98789
  0.270 10863.86389 -6858.71056 4005.15333
  0.271 10684.62897 -6808.18616 3876.44281
  0.272 10508.99503 -6758.21799 3750.77703
  0.273 10336.87687 -6708.79792 3628.07895
  0.274 10168.19162 -6659.91795 3508.27367
  0.275 10002.85866 -6611.57025 3391.28842
  0.276 9840.79955 -6563.74711 3277.05243
  0.277 9681.93793 -6516.44098 3165.49695
  0.278 9526.19952 -6469.64443 3056.55509
  0.279 9373.51201 -6423.35016 2950.16184
  0.280 9223.80501 -6377.55102 2846.25399
  0.281 9077.01003 -6332.23997 2744.77006
  0.282 8933.06034 -6287.41009 2645.65025
  0.283 8791.89099 -6243.05460 2548.83639
  0.284 8653.43876 -6199.16683 2454.27193
  0.285 8517.64204 -6155.74023 2361.90181
  0.286 8384.44086 -6112.76835 2271.67251
  0.287 8253.77678 -6070.24487 2183.53191
  0.288 8125.59290 -6028.16358 2097.42932
  0.289 7999.83376 -5986.51836 2013.31540
  0.290 7876.44535 -5945.30321 1931.14214
  0.291 7755.37503 -5904.51223 1850.86281
